HIP,Vmag,Plx,e_Plx,B-V
29132,10.39,31.69,2.41,1.687
29133,8.71,15.51,1.11,0.647
29134,5.06,11.78,0.48,-0.072
29142,7.97,11.91,0.97,0.536
29143,8.02,10.25,0.68,0.453
29150,5.49,12.77,0.7,-0.01
29181,9.1,10.17,0.83,0.682
29185,6.48,16.63,0.52,0.502
29189,8.41,12.89,1.34,0.538
29193,7.51,13.83,0.64,0.657
29199,8.24,10.11,1.07,0.548
29205,5.56,15.35,0.7,1.15
29208,8.45,33.42,1.21,0.895
29210,6.16,16.39,0.87,0.352
29217,7.28,14.36,0.59,0.483
29221,9.9,16.08,1.85,0.94
29226,10.76,16.78,1.46,1.019
29232,11.05,16.31,2.4,0.929
29234,5.71,18.48,0.74,0.454
29241,7.66,19.82,1.32,0.568
29242,8.44,25.0,1.16,0.79
29248,8.48,22.18,1.41,0.67
29269,8.94,11.3,1.63,0.618
29271,5.08,98.54,0.45,0.714
29272,8.9,11.27,0.84,0.575
29277,10.48,106.43,1.44,1.514
29285,7.65,10.15,0.63,0.488
29295,8.15,173.19,1.12,1.487
29300,7.71,12.33,0.93,0.407
29311,8.03,10.25,0.63,0.451
29314,7.45,13.39,0.59,0.385
29316,10.41,92.77,4.56,1.45
29322,11.29,33.59,4.23,1.42
29330,8.8,23.58,1.09,0.995
29349,8.92,10.38,0.81,0.623
29357,6.85,11.85,0.79,0.176
29374,9.31,25.91,0.95,0.943
29378,7.13,10.74,0.97,1.33
29388,5.78,10.49,0.96,0.1
29389,7.66,12.41,1.17,0.43
29391,8.84,13.7,1.16,0.617
29394,7.93,10.75,1.0,0.35
29396,7.32,13.71,0.89,0.422
29402,9.8,13.35,1.62,0.75
29421,7.48,19.24,0.74,0.484
29432,6.85,43.26,0.87,0.642
29439,6.85,16.49,1.46,0.481
29442,9.49,13.21,1.82,0.836
29461,7.82,14.41,1.0,0.792
29466,7.44,10.56,0.82,0.5
29467,7.79,10.43,0.62,0.409
29479,8.31,19.82,0.73,0.658
29510,8.39,11.42,1.51,0.371
29515,9.04,11.76,0.81,0.556
29525,6.43,55.2,0.96,0.663
29544,7.72,12.64,0.99,0.543
29548,9.67,40.38,1.41,1.21
29550,8.98,18.2,2.18,0.817
29568,6.37,59.9,0.75,0.713
29573,7.41,16.16,1.12,0.992
29575,5.83,10.36,0.73,0.91
29580,7.36,15.1,1.25,0.389
29582,10.37,20.95,2.67,0.99
29596,8.81,16.4,0.8,0.712
29600,8.82,15.64,0.78,0.58
29601,7.91,13.36,1.85,0.65
29611,8.39,33.74,1.33,0.876
29644,8.7,20.54,1.08,0.835
29650,5.2,47.33,0.86,0.43
29652,8.32,12.72,0.69,0.554
29659,8.17,15.67,1.16,0.589
29665,7.64,11.62,1.05,0.256
29672,7.57,11.73,0.94,0.539
29673,6.62,31.95,0.51,0.562
29690,8.92,14.04,1.41,0.524
29692,5.99,15.66,0.71,1.058
29696,4.32,19.31,0.83,1.021
29697,8.3,15.2,0.78,0.482
29711,5.99,15.03,0.76,0.097
29716,5.62,28.02,0.76,0.506
29720,7.05,26.36,0.72,0.508
29722,8.2,10.07,0.92,0.539
29724,8.88,15.87,0.72,0.63
29725,6.86,20.7,2.44,0.44
29746,6.37,10.76,0.77,0.443
29752,6.84,12.04,0.96,1.22
29754,9.19,10.12,1.2,0.618
29761,7.43,38.89,0.74,0.776
29772,8.82,10.76,0.84,0.665
29777,7.48,18.9,0.97,0.599
29783,7.76,16.1,0.66,0.46
29788,6.44,27.5,0.5,0.593
29792,9.39,17.05,0.92,0.77
29800,5.04,51.0,0.9,0.431
29804,8.65,26.99,0.83,0.927
29807,4.37,17.83,0.55,0.978
29810,9.35,29.76,2.16,1.106
29814,9.18,20.39,1.3,0.769
29815,8.64,15.61,1.26,0.566
29824,9.05,24.87,1.15,0.79
29829,7.48,18.86,0.92,0.605
29833,8.47,12.68,1.63,0.54
29836,8.19,14.21,0.92,0.491
29842,5.54,10.78,0.51,1.129
29843,6.05,25.06,0.68,0.576
29850,5.39,12.85,0.8,0.106
29852,5.88,16.1,0.53,0.139
29857,7.64,11.9,0.93,0.304
29860,5.7,51.76,0.78,0.61
29873,7.15,16.18,1.08,0.523
29875,10.26,30.33,2.14,1.36
29878,7.66,14.96,0.98,0.483
29882,6.68,20.83,0.9,0.451
29884,6.53,13.86,0.78,0.263
29888,7.49,15.25,0.97,0.468
29930,8.01,11.55,1.42,0.387
29938,8.55,13.18,0.9,0.483
29954,7.6,14.92,0.59,0.45
29957,7.8,12.89,0.78,0.471
29958,9.89,32.3,2.1,1.197
29964,9.95,25.99,1.02,0.963
29974,8.41,21.0,1.39,0.78
29991,7.96,12.55,1.12,0.51
29997,4.76,18.55,0.64,0.025
30001,8.14,16.29,0.88,0.632
30018,10.22,16.96,1.84,0.737
30023,6.83,31.33,0.82,0.561
30030,7.95,20.1,0.99,0.587
30033,8.7,10.13,1.06,0.635
30034,9.13,21.97,0.82,0.861
30037,9.16,14.07,0.86,0.655
30038,6.91,16.27,0.56,0.513
30045,8.68,25.4,0.82,0.837
30050,8.39,12.85,0.7,0.524
30051,6.9,11.6,0.97,0.47
30057,8.03,10.73,1.16,0.596
30059,8.35,11.13,1.26,0.543
30060,4.44,21.88,0.95,0.032
30067,6.61,36.32,0.9,0.562
30077,7.91,12.2,0.64,0.389
30104,6.61,38.92,0.56,0.657
30106,9.02,11.1,0.75,0.585
30111,8.61,10.47,0.75,0.468
30112,9.83,35.74,1.53,1.273
30114,7.69,19.83,1.02,0.687
30126,11.04,18.02,1.48,1.12
30129,7.54,16.86,0.65,0.48
30130,8.62,19.93,1.14,0.7
30152,8.9,10.15,1.06,0.595
30154,7.56,10.78,1.03,0.315
30158,8.37,17.0,0.94,0.746
30165,7.44,11.72,1.06,0.201
30167,6.75,14.38,0.85,0.281
30168,8.57,10.54,1.06,0.516
30174,6.99,10.01,0.71,0.372
30179,8.33,15.84,0.67,0.595
30181,7.82,11.11,0.96,0.385
30183,8.43,11.79,0.69,0.633
30188,7.02,17.81,1.22,0.375
30213,8.36,10.51,0.64,0.438
30220,9.09,24.89,1.61,0.914
30223,7.72,15.66,1.35,0.506
30225,8.48,35.92,1.11,0.915
30230,8.82,14.13,1.16,0.619
30232,7.73,22.64,0.94,0.619
30239,8.85,10.84,1.34,0.515
30243,7.63,24.33,0.92,0.686
30244,8.11,14.58,0.87,0.56
30247,5.34,17.54,0.73,0.448
30252,6.74,13.84,0.51,0.227
30258,8.98,21.14,0.73,0.793
30260,9.25,18.67,0.86,0.76
30261,9.12,16.61,1.01,0.655
30270,7.64,14.39,0.94,0.573
30275,7.43,10.93,0.91,0.209
30277,3.85,13.75,0.6,0.858
30278,7.2,16.21,0.86,0.38
30291,8.31,10.15,0.93,0.436
30310,10.87,12.19,1.42,1.15
30311,9.18,10.92,1.38,0.433
30314,6.53,42.56,0.49,0.614
30318,6.0,15.87,1.0,0.319
30342,5.6,19.87,0.76,0.242
30343,2.87,14.07,0.93,1.621
30344,7.37,34.02,0.75,0.663
30355,7.86,12.34,0.82,0.524
30377,8.41,15.43,0.71,0.741
30378,7.68,13.53,0.72,0.42
30381,6.96,10.61,0.94,0.225
30401,8.62,11.65,1.52,0.662
30410,7.43,10.53,0.73,0.428
30419,4.39,25.39,1.02,0.215
30421,9.33,14.56,1.5,0.691
30423,6.47,10.22,0.47,0.12
30438,-0.62,10.43,0.53,0.164
30439,7.86,15.55,0.69,0.71
30444,5.62,10.58,0.6,1.027
30463,5.78,11.37,0.45,-0.001
30476,6.67,35.85,0.52,0.673
30478,7.98,14.94,0.88,0.53
30480,6.45,31.46,0.52,0.66
30481,8.23,12.7,0.95,0.415
30486,7.59,22.29,1.05,0.629
30499,7.87,10.6,1.03,0.427
30502,8.66,16.11,0.76,0.661
30503,6.37,45.38,0.63,0.626
30509,7.7,17.11,0.93,0.48
30513,7.03,20.58,0.94,0.508
30514,9.43,11.55,1.08,0.57
30516,8.97,10.21,0.86,0.655
30521,8.11,14.41,0.97,0.614
30533,7.54,11.2,0.53,0.406
30544,8.81,20.25,0.91,0.716
30545,5.88,30.22,0.92,0.564
30552,7.01,30.36,0.92,0.593
30561,8.82,14.94,1.55,0.68
30565,5.37,12.25,0.49,0.971
30567,10.74,17.49,2.1,1.062
30573,8.83,10.77,1.23,0.475
30579,8.08,30.69,0.81,0.719
30605,6.87,16.87,0.8,0.371
30630,6.78,68.2,1.1,0.938
30651,5.53,12.01,0.97,0.238
30665,6.6,13.23,0.97,0.556
30666,5.87,14.26,0.89,0.07
30685,8.57,10.46,0.71,0.41
30706,6.48,20.09,0.61,0.394
30711,6.05,33.48,0.64,0.545
30728,5.55,11.15,0.76,1.035
30729,8.41,22.18,0.8,0.708
30733,8.36,22.53,2.38,0.84
30745,7.31,14.87,0.95,0.578
30749,7.47,12.16,1.15,0.463
30755,9.36,14.11,1.66,0.779
30760,6.61,12.66,0.53,0.088
30762,6.55,10.41,0.93,-0.036
30804,6.16,13.09,0.88,1.15
30815,6.24,15.49,0.92,0.894
30828,7.56,10.79,1.04,0.304
30833,9.58,13.65,1.48,0.679
30830,7.79,11.36,0.92,0.478
30838,6.8,13.19,0.9,0.495
30846,9.06,16.97,1.11,0.747
30849,6.32,12.37,0.55,0.39
30860,7.89,20.43,0.98,0.74
30862,7.15,38.98,0.9,0.613
30878,7.25,13.73,0.89,0.444
30879,8.19,13.74,1.41,0.439
30880,6.57,21.82,1.03,0.554
30886,6.59,16.45,1.02,0.293
30888,10.76,30.2,1.39,1.34
30890,7.61,20.93,1.23,0.621
30893,8.59,33.96,1.46,0.906
30905,8.1,27.67,1.29,0.846
30919,8.09,10.27,1.08,0.855
30920,11.12,242.89,2.64,1.69
30932,5.2,10.44,0.47,1.087
30939,7.61,19.94,1.09,0.568
30944,9.97,20.7,1.7,0.971
30949,11.08,26.04,2.22,1.885
30953,5.28,19.33,0.66,0.371
30973,6.28,10.27,0.5,0.329
30979,9.11,35.0,1.49,1.12
30990,8.45,13.88,1.14,0.591
30995,8.64,14.04,0.69,0.702
31005,8.17,12.93,1.49,1.1
31013,8.35,10.35,1.01,0.515
31014,8.76,12.55,1.3,0.56
31021,8.94,12.02,0.77,0.587
31030,7.74,14.53,0.91,0.817
31034,8.86,10.35,0.88,0.573
31039,5.86,17.56,0.76,0.934
31046,8.58,11.54,1.72,0.498
31059,8.13,10.86,0.73,0.532
31069,8.94,32.09,2.06,0.911
31075,7.66,11.16,1.01,0.359
31078,9.75,12.45,1.51,0.707
31079,5.58,26.87,0.48,0.534
31083,7.14,35.72,0.88,0.71
31085,10.06,18.12,1.92,0.849
31089,8.29,16.35,1.26,0.61
31092,6.58,10.74,0.66,0.256
31119,5.22,15.44,0.86,0.185
31126,10.58,41.35,2.16,1.432
31127,9.42,12.05,1.6,0.657
31134,8.27,36.05,0.68,0.781
31142,9.86,33.99,1.67,1.237
31143,9.36,27.65,1.35,1.01
31148,11.42,36.97,2.55,1.36
31162,7.56,10.59,1.02,0.545
31165,5.25,11.95,0.52,0.982
31167,5.6,23.13,0.76,0.256
31173,5.82,11.86,1.06,0.188
31179,7.92,13.7,0.58,0.778
31183,11.49,22.18,3.18,1.18
31187,8.97,23.52,1.03,0.799
31188,8.6,16.86,0.98,0.562
31197,7.28,10.94,0.94,0.515
31201,6.89,16.3,0.72,0.547
31207,8.1,16.67,0.65,0.554
31223,6.96,15.35,0.57,0.469
31228,10.06,12.52,1.67,0.723
31246,7.91,29.93,1.07,0.86
31267,8.01,15.32,1.08,0.648
31272,9.86,14.9,1.25,0.806
31277,5.57,12.75,0.85,1.105
31279,8.72,13.0,0.67,0.53
31280,8.18,15.2,0.76,0.629
31289,10.05,12.37,1.06,0.853
31300,11.62,61.28,1.89,1.5
31314,6.66,19.39,0.5,0.489
31326,6.9,17.79,0.92,0.398
31332,9.54,21.8,2.39,0.929
31333,7.59,15.61,0.81,0.44
31341,7.64,11.57,0.93,0.493
31380,10.36,15.06,1.96,0.93
31386,7.78,12.02,0.57,0.261
31401,8.63,14.21,1.19,0.541
31415,7.7,12.77,0.95,0.51
31419,8.94,13.5,0.99,0.681
31427,7.06,13.57,1.14,0.25
31435,8.08,10.31,1.5,0.726
31451,10.17,22.98,1.69,1.3
31458,8.91,12.14,1.23,0.511
31472,7.87,10.99,0.94,0.315
31473,8.14,23.47,0.79,0.687
31476,7.96,12.61,0.95,0.536
31480,7.51,16.32,0.92,0.578
31509,6.36,24.83,0.56,0.486
31512,8.17,11.06,0.64,0.465
31521,7.61,12.61,1.01,0.471
31525,6.73,12.69,0.88,0.444
31526,6.56,12.15,0.76,0.398
31527,7.83,13.65,1.06,0.472
31528,8.89,19.91,1.02,0.717
31529,9.19,13.95,1.04,0.657
31540,7.63,26.43,0.87,0.714
31546,9.95,12.55,1.42,0.771
31547,7.23,25.47,0.72,0.62
31552,6.61,27.48,0.79,0.496
31555,10.6,51.51,1.52,1.459
31564,5.71,11.79,1.21,0.848
31568,6.89,27.72,1.97,0.646
31569,7.16,11.55,0.53,0.417
31572,6.87,17.64,0.65,0.366
31575,7.79,20.03,0.79,0.7
31581,9.42,20.36,1.69,0.879
31592,3.95,50.41,0.7,1.037
31597,9.45,13.69,1.56,0.75
31609,10.07,12.6,1.11,0.875
31623,7.65,28.45,0.74,0.703
31626,10.18,29.05,2.05,1.2
31634,9.61,66.11,1.61,1.456
31635,9.63,101.59,2.35,1.48
31639,9.64,17.59,1.34,0.7
31648,9.94,15.96,1.1,0.79
31655,7.61,26.13,1.06,0.735
31660,6.84,36.55,0.89,0.725
31665,5.87,10.12,0.69,0.006
31666,7.34,13.44,0.6,0.518
31674,6.11,11.75,0.76,0.994
31676,5.94,18.82,0.82,0.899
31681,1.93,31.12,2.33,0.001
31690,7.82,10.59,0.68,0.519
31692,8.71,25.77,2.48,0.742
31703,6.26,28.12,2.18,0.396
31711,6.15,46.15,0.64,0.624
31712,8.78,17.41,0.68,0.591
31729,7.61,14.46,1.4,0.495
31730,6.75,12.14,1.11,0.276
31732,9.55,20.09,1.51,0.747
31740,10.11,11.92,1.66,0.73
31745,8.22,10.15,0.68,0.531
31747,10.44,19.37,1.92,0.98
31771,5.7,10.3,0.94,1.367
31783,7.76,19.28,0.7,0.505
31791,8.1,12.71,0.93,0.572
31796,7.12,13.71,0.93,0.374
31798,8.75,10.31,0.72,0.45
31800,7.97,10.15,0.72,0.534
31801,9.72,15.47,0.85,0.79
31802,7.84,12.49,1.07,0.526
31821,8.44,20.56,2.07,0.769
31831,9.07,11.03,0.82,0.642
31849,9.37,16.6,1.75,0.928
31850,6.43,28.44,1.04,0.523
31862,9.8,76.47,1.05,1.377
31870,5.7,13.54,0.56,1.134
31876,5.99,11.28,0.88,0.063
31878,9.71,45.56,0.91,1.257
31895,8.05,11.44,0.72,0.747
31907,9.5,14.43,1.8,0.645
31931,10.35,20.94,2.72,1.086
31950,7.73,13.64,1.51,0.529
31956,7.17,13.01,1.2,0.626
31957,8.66,11.4,0.7,0.479
31965,7.6,23.57,0.96,0.672
31968,8.68,13.57,0.8,0.626
32009,9.63,18.44,2.1,0.694
32010,8.08,57.07,1.37,1.021
32011,8.29,15.15,0.65,0.565
32015,9.3,11.77,1.07,0.703
32024,7.69,13.91,0.98,0.576
32035,7.89,15.94,0.8,0.511
32040,6.48,12.71,0.8,0.509
32043,9.63,35.25,1.08,0.984
32076,6.97,33.75,0.82,0.563
32075,8.35,15.16,1.22,0.596
32091,6.28,10.95,0.79,0.346
32103,8.53,18.67,0.72,0.755
32104,5.2,23.41,2.44,0.063
32111,7.94,18.68,0.98,0.597
32117,7.07,14.03,1.05,0.578
32125,7.04,16.25,0.92,0.359
32127,9.48,18.28,0.87,0.726
32132,9.23,12.16,1.38,0.704
32135,7.29,18.05,0.91,0.498
32144,6.26,20.45,1.11,0.321
32146,6.57,14.21,0.83,0.501
32155,9.98,16.33,1.36,0.86
32161,7.8,10.52,0.9,0.43
32173,5.04,10.66,0.71,1.479
32235,8.94,17.7,0.79,0.699
32241,8.96,13.03,0.79,0.547
32242,8.46,19.79,0.78,0.819
32249,4.49,11.82,0.83,1.167
32251,8.53,20.04,0.71,0.685
32255,8.87,12.05,1.38,0.676
32261,6.28,13.27,0.74,1.089
32262,8.47,13.26,1.27,0.567
32264,7.66,15.04,0.94,0.522
32263,7.49,10.62,0.95,0.315
32270,11.61,23.79,3.13,1.348
32280,8.4,11.96,1.11,0.49
32281,8.79,15.9,0.97,0.607
32289,9.02,12.28,0.96,0.669
32296,6.61,14.48,0.65,0.182
32299,7.89,17.39,0.95,0.563
32307,8.55,10.93,1.29,0.506
32308,10.73,18.07,2.26,0.804
32313,10.92,44.43,4.88,1.364
32319,7.07,11.21,0.79,0.249
32322,6.43,37.6,0.65,0.55
32326,8.71,16.46,0.72,0.61
32329,7.2,21.77,1.07,0.562
32349,-1.44,379.21,1.58,0.009
32350,6.93,18.38,0.86,0.351
32351,7.6,12.43,0.6,0.401
32353,7.27,14.41,1.37,0.312
32362,3.35,57.02,0.83,0.443
32364,8.82,18.76,1.44,0.67
32366,5.92,41.2,0.56,0.491
32376,6.65,11.03,0.89,0.333
32382,7.47,22.09,0.86,0.614
32395,9.0,11.89,0.76,0.575
32415,7.6,18.52,1.21,0.624
32423,8.8,40.02,1.22,0.964
32435,7.46,17.46,0.59,0.46
32438,4.86,14.26,0.97,0.084
32439,5.44,56.02,0.53,0.525
32441,8.33,11.61,1.29,0.543
32470,7.66,12.23,0.96,0.505
32475,7.04,14.37,1.06,0.375
32480,5.24,60.56,0.73,0.575
32489,5.34,15.69,0.74,0.964
32500,6.46,25.55,0.52,0.429
32525,7.52,10.24,0.99,0.471
32530,10.56,31.48,1.95,1.306
32544,10.7,28.9,1.26,1.315
32560,12.06,64.91,3.37,-0.098
32594,7.66,11.07,0.95,0.241
32607,3.24,32.96,2.14,0.225
32608,7.39,14.35,1.02,0.56
32614,7.54,14.87,1.06,0.848
32617,5.75,24.95,0.75,0.292
32644,7.02,22.44,2.23,0.553
32649,8.37,12.36,0.9,0.736
32650,7.92,19.96,1.57,0.619
32662,7.53,16.59,0.86,0.484
32673,8.07,23.06,1.23,0.677
32674,8.04,14.54,0.62,0.488
32686,7.99,10.3,1.08,0.563
32702,7.3,22.41,0.87,0.546
32718,7.01,15.34,0.57,0.537
32719,8.15,14.44,1.07,0.626
32723,10.18,36.16,1.82,1.33
32725,8.39,11.03,1.12,0.512
32728,8.96,22.39,1.39,0.657
32735,8.93,14.87,0.89,0.737
32740,5.72,10.63,0.87,1.298
32749,10.03,11.98,1.49,0.636
32754,10.39,27.35,1.78,1.277
32764,8.66,16.23,0.74,0.569
32765,5.14,39.66,0.53,0.46
32767,9.74,14.62,1.45,0.877
32768,2.94,17.85,0.49,1.207
32769,8.59,60.96,1.3,1.209
32775,6.11,30.16,0.75,0.457
32804,10.03,16.57,1.36,0.978
32805,9.75,17.22,1.65,0.939
32806,8.61,26.01,1.19,0.79
32812,9.94,19.28,1.08,0.942
32842,7.98,14.54,0.88,0.665
32851,5.78,33.45,0.84,0.396
32860,9.25,15.09,0.85,0.732
32868,8.15,14.47,1.06,0.632
32874,6.98,27.01,1.04,0.6
32879,10.56,15.18,2.27,1.0
32886,7.03,10.16,0.77,0.208
32889,8.66,14.68,1.1,0.623
32888,9.19,10.63,1.48,0.638
32894,9.04,14.11,1.96,0.63
32897,8.69,15.94,0.82,0.608
32906,7.93,12.77,1.12,0.493
32916,8.1,24.55,1.14,0.729
32919,8.95,53.12,1.23,1.232
32931,6.37,10.95,0.76,0.052
32933,9.61,22.01,2.07,0.977
32938,5.94,18.14,0.53,0.183
32939,10.06,39.19,1.01,1.086
32945,9.75,20.14,1.74,1.088
32955,7.85,14.98,1.01,0.439
32962,7.65,11.56,1.0,0.588
32967,7.95,15.08,1.02,0.515
32970,7.21,21.16,0.68,0.614
32971,7.41,30.26,2.17,0.721
32984,6.58,114.94,0.86,1.071
32994,8.65,13.17,0.84,0.691
32996,8.85,12.73,0.8,0.567
33018,3.6,16.59,0.85,0.102
33024,5.75,15.98,0.75,0.27
33025,9.34,12.46,1.09,0.619
33033,9.02,10.31,0.91,0.616
33037,8.99,31.61,1.37,0.976
33061,8.9,10.98,0.84,0.794
33064,6.32,15.21,1.03,0.516
33072,7.64,18.62,0.57,0.525
33081,6.52,10.4,0.68,0.091
33094,6.05,38.77,0.63,0.708
33103,8.9,10.63,1.27,0.465
33109,7.05,25.06,0.85,0.566
33111,8.86,11.37,1.45,0.644
33121,8.14,11.93,1.14,0.471
33139,6.24,18.63,0.55,0.988
33142,11.01,94.02,2.18,1.552
33144,8.94,10.65,0.86,0.618
33158,7.82,10.79,1.15,0.44
33159,7.89,14.94,1.06,0.543
33160,4.08,12.94,0.87,1.418
33202,4.73,35.79,1.15,0.321
33212,6.84,32.23,1.01,0.582
33222,8.15,11.43,1.36,0.517
33226,9.89,181.32,1.87,1.58
33227,7.68,11.54,1.02,0.349
33228,9.35,11.61,0.97,0.695
33229,8.17,29.35,0.64,0.771
33235,9.67,12.41,1.38,0.7
33240,7.81,10.27,1.23,0.389
33241,10.58,20.63,2.39,1.259
33275,7.6,19.43,0.98,0.518
33277,5.74,57.89,0.9,0.573
33282,11.3,19.33,2.49,1.344
33283,11.1,11.4,1.43,0.79
33287,8.01,25.54,3.29,0.735
33301,7.88,16.49,0.73,0.51
33302,4.66,34.21,0.7,0.374
33322,10.23,38.78,1.86,1.352
33323,7.18,13.0,0.89,0.439
33324,7.39,26.58,0.55,0.585
33355,7.53,16.5,0.99,0.553
33366,9.38,11.58,0.93,0.665
33371,7.69,16.25,0.56,0.612
33373,9.08,41.53,1.41,1.117
33382,7.41,31.15,0.85,0.69
33388,8.89,13.85,0.7,0.549
33392,10.05,19.84,1.09,0.964
33405,7.13,10.91,0.98,0.418
33423,6.64,13.14,0.84,0.473
33427,8.36,10.75,1.1,0.573
33428,9.68,53.67,1.86,1.359
33445,8.63,10.83,1.14,0.488
33449,4.35,19.14,0.76,0.85
33451,6.23,23.15,0.56,0.465
33460,8.43,11.43,0.71,0.559
33468,8.38,12.72,0.68,0.605
33477,7.42,10.24,1.14,0.254
33478,5.45,25.94,0.75,0.39
33485,4.9,14.49,0.69,0.027
33495,6.91,27.38,0.52,0.477
33497,7.62,23.74,1.13,0.558
33499,10.81,124.62,2.64,1.636
33503,9.39,11.86,0.86,0.592
33536,7.76,16.05,0.88,0.553
33537,6.94,41.25,0.88,0.62
33542,8.14,11.63,1.08,0.54
33548,8.86,15.96,0.94,0.75
33560,9.14,44.83,2.28,1.162
33563,7.86,13.11,0.82,0.453
33565,10.57,17.15,2.12,0.94
33566,8.02,10.76,1.06,0.529
33577,6.46,10.01,0.51,0.389
33580,8.06,25.63,1.01,0.679
33582,9.02,14.63,1.39,0.579
33584,6.25,13.69,0.86,0.105
33588,6.26,11.64,0.5,1.16
33589,9.41,15.27,1.33,0.652
33595,6.2,21.1,0.9,0.52
33608,8.66,16.97,1.24,0.622
33624,7.73,12.61,0.87,0.56
33634,9.96,13.45,1.4,0.823
33642,8.78,12.8,0.77,0.619
33654,10.01,22.78,1.76,1.054
33658,9.46,13.52,0.98,0.731
33671,7.78,21.26,0.74,0.533
33678,9.72,19.05,1.73,0.943
33681,9.02,10.89,0.86,0.587
33682,5.18,11.26,0.43,1.396
33685,7.39,14.93,0.92,0.404
33690,6.81,54.33,0.54,0.786
33691,8.44,25.44,0.93,0.737
33694,4.55,17.43,0.53,1.365
33705,6.62,25.57,0.66,0.438
33719,6.29,35.63,0.84,0.572
33733,8.28,13.55,0.97,0.597
33736,8.47,30.54,0.75,0.899
33737,10.11,15.6,0.97,0.908
33755,8.7,11.08,1.1,0.52
33760,6.28,14.67,0.63,0.449
33766,8.14,11.19,0.59,0.529
33767,9.24,11.72,1.5,0.537
33773,8.13,11.02,0.88,0.483
33780,10.06,12.16,1.0,0.783
33799,7.66,23.06,0.96,0.534
33800,6.01,18.65,0.46,0.297
33802,7.33,16.91,0.53,0.464
33805,10.93,43.88,2.21,1.476
33806,8.61,13.45,1.31,0.498
33817,6.71,68.42,0.72,0.882
33818,10.13,27.34,2.07,1.14
33819,7.57,13.68,1.03,0.449
33839,9.7,12.42,1.06,0.626
33848,8.16,35.35,1.1,0.863
33852,7.98,48.96,0.97,0.986
33863,7.7,12.6,0.56,0.551
33932,8.31,20.88,0.85,0.627
33940,10.17,17.19,2.28,0.87
33941,8.24,11.73,1.73,0.557
33952,7.35,11.3,0.7,0.878
33955,8.38,53.47,1.13,1.078
33973,7.66,17.28,1.08,0.531
33982,9.46,16.48,1.76,0.636
33995,7.18,11.87,1.04,0.506
34002,5.96,12.59,0.98,0.126
34017,5.93,52.37,0.84,0.595
34024,7.15,27.38,0.68,0.521
34025,9.58,21.3,2.8,1.023
34047,7.75,14.98,0.93,0.649
34052,8.67,58.89,0.94,1.18
34059,4.92,16.98,0.46,0.14
34065,5.56,61.54,1.05,0.624
34069,6.83,66.29,6.81,0.779
34070,6.99,12.1,0.86,0.45
34081,5.2,10.34,0.56,0.198
34082,9.34,15.64,1.44,0.639
34085,7.15,26.89,1.66,0.594
34087,8.24,29.52,3.72,0.75
34095,9.08,22.46,1.32,0.806
34104,10.95,64.96,2.74,1.535
34105,5.14,11.55,0.46,-0.032
34110,8.17,19.87,1.93,0.697
34114,8.1,10.25,0.98,0.538
34115,11.95,65.44,2.88,1.527
34136,8.58,14.27,1.33,0.675
34138,7.35,11.45,0.66,0.458
34145,9.62,13.99,1.57,0.545
34146,8.05,15.74,0.91,0.468
34147,9.18,10.83,0.9,0.705
34154,8.85,12.02,1.8,0.673
34179,7.5,10.35,0.75,0.509
34200,6.15,17.96,0.79,0.353
34212,7.67,18.57,0.61,0.536
34214,7.84,12.92,1.01,0.49
34222,10.14,41.63,2.16,1.34
34235,8.81,18.2,0.91,0.679
34239,7.26,15.59,1.0,0.517
34267,5.55,10.68,0.88,0.909
34269,10.54,21.26,1.26,1.161
34271,8.25,22.77,1.03,0.702
34276,6.52,10.77,0.56,-0.008
34285,9.53,10.68,0.91,0.487
34293,9.03,11.02,0.79,0.511
34311,8.27,17.17,1.36,0.617
34317,10.13,30.68,1.65,1.22
34320,8.34,16.11,1.18,0.607
34329,8.7,18.05,1.22,0.677
34334,9.34,15.23,0.94,0.695
34341,9.84,37.38,1.58,1.27
34353,8.83,13.58,1.62,0.522
34361,11.11,58.04,2.46,1.44
34365,10.19,13.7,1.26,0.776
34392,11.17,56.51,2.19,1.499
34396,8.03,16.95,0.75,0.606
34407,7.8,21.96,1.05,0.56
34409,8.12,19.75,0.92,0.605
34411,8.56,10.11,1.27,0.51
34414,8.32,44.92,1.43,0.907
34417,6.87,16.81,0.54,0.358
34423,8.85,34.84,1.37,0.952
34424,7.06,12.14,0.71,0.47
34426,7.7,22.23,1.04,0.53
34440,5.47,10.68,0.82,1.02
34457,7.54,10.12,0.86,0.577
34481,3.78,23.02,0.69,1.006
34511,8.0,22.78,1.1,0.631
34521,7.84,11.02,1.11,0.629
34524,8.39,16.65,1.2,0.685
34540,7.77,21.57,1.19,0.559
34548,9.06,12.91,1.45,0.455
34567,7.09,40.68,1.02,0.7
34589,6.62,15.76,0.77,0.312
34603,11.65,157.24,3.32,1.7
34608,6.43,21.67,0.82,0.88
34609,9.19,15.22,0.86,0.656
34617,6.23,20.08,1.1,0.419
34622,4.91,15.45,0.78,1.02
34629,8.75,10.8,1.39,0.443
34633,8.48,14.64,1.09,0.609
34640,7.94,13.85,1.02,0.506
34642,8.8,10.77,1.23,0.6
34650,7.78,10.29,1.0,0.45
34653,9.09,13.35,1.18,0.69
34655,7.83,11.15,1.14,0.1
34667,9.52,10.67,1.54,0.674
34670,5.12,10.43,0.49,1.251
34673,9.96,39.4,1.44,1.311
